"sample","count","length","legal.sublegal","family","genus","species","project","campaignid"
"1896","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1900","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1905","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1906","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1908","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1913","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1935","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1940","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1944","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1950","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1951","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1953","3","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1954","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1958","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1966","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1974","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1977","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1979","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1986","3","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1991","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1992","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1994","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2011","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2017","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2031","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2074","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2087","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2088","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2089","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2092","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2096","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2098","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2121","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2138","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2146","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2160","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2175","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2177","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2188","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2198","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2214","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2217","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2220","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2221","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2234","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2239","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2269","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2270","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2274","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2282","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2285","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2295","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2298","3","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2300","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2301","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2302","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2314","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2315","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2320","2","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2332","3","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2341","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2343","1","70","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1895","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1916","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1969","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2077","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2092","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2135","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2174","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2176","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2199","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1888","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1896","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1900","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1906","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1907","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1908","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1909","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1911","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1913","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1922","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1945","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1950","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1953","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1954","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1956","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1958","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1963","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1974","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1991","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1994","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2001","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2008","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2011","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2067","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2077","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2082","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2087","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2088","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2091","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2092","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2096","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2098","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2101","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2113","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2146","3","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2149","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2154","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2156","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2176","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2191","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2199","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2205","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2217","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2222","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2237","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2268","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2286","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2288","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2298","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2303","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2309","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2314","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2319","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2320","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2332","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2333","2","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2342","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2343","1","80","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1907","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1966","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2092","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2144","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2160","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1906","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1923","2","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1951","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2011","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2077","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2100","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2136","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2144","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2146","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2157","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2158","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2160","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2169","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2176","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2298","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2300","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2333","2","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2343","1","90","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2182","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1874","1","100","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1944","1","100","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2136","1","100","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2154","1","100","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2158","1","100","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2160","1","100","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2188","1","100","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2343","1","100","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1867","1","110","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2100","1","110","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2149","1","110","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2192","1","130","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2363","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2376","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2516","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2542","2","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2543","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2547","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2552","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2571","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2703","4","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2353","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2440","2","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2548","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2722","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2354","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2363","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2368","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2369","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2372","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2376","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2400","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2434","4","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2458","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2482","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2495","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2500","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2516","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2542","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
"2543","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2019-01_Rottnest.sanctuaries_SVC"
